00,No sentinel nodes were examined
01,1 Sentinel node was examined
02,2 Sentinel nodes were examined
03,3 Sentinel nodes were examined
04,4 Sentinel nodes were examined
05,5 Sentinel nodes were examined
06,6 Sentinel nodes were examined
07,7 Sentinel nodes were examined
08,8 Sentinel nodes were examined
09,9 Sentinel nodes were examined
10,10 Sentinel nodes were examined
11,11 Sentinel nodes were examined
12,12 Sentinel nodes were examined
13,13 Sentinel nodes were examined
14,14 Sentinel nodes were examined
15,15 Sentinel nodes were examined
16,16 Sentinel nodes were examined
17,17 Sentinel nodes were examined
18,18 Sentinel nodes were examined
19,19 Sentinel nodes were examined
20,20 Sentinel nodes were examined
21,21 Sentinel nodes were examined
22,22 Sentinel nodes were examined
23,23 Sentinel nodes were examined
24,24 Sentinel nodes were examined
25,25 Sentinel nodes were examined
26,26 Sentinel nodes were examined
27,27 Sentinel nodes were examined
28,28 Sentinel nodes were examined
29,29 Sentinel nodes were examined
30,30 Sentinel nodes were examined
31,31 Sentinel nodes were examined
32,32 Sentinel nodes were examined
33,33 Sentinel nodes were examined
34,34 Sentinel nodes were examined
35,35 Sentinel nodes were examined
36,36 Sentinel nodes were examined
37,37 Sentinel nodes were examined
38,38 Sentinel nodes were examined
39,39 Sentinel nodes were examined
40,40 Sentinel nodes were examined
41,41 Sentinel nodes were examined
42,42 Sentinel nodes were examined
43,43 Sentinel nodes were examined
44,44 Sentinel nodes were examined
45,45 Sentinel nodes were examined
46,46 Sentinel nodes were examined
47,47 Sentinel nodes were examined
48,48 Sentinel nodes were examined
49,49 Sentinel nodes were examined
50,50 Sentinel nodes were examined
51,51 Sentinel nodes were examined
52,52 Sentinel nodes were examined
53,53 Sentinel nodes were examined
54,54 Sentinel nodes were examined
55,55 Sentinel nodes were examined
56,56 Sentinel nodes were examined
57,57 Sentinel nodes were examined
58,58 Sentinel nodes were examined
59,59 Sentinel nodes were examined
60,60 Sentinel nodes were examined
61,61 Sentinel nodes were examined
62,62 Sentinel nodes were examined
63,63 Sentinel nodes were examined
64,64 Sentinel nodes were examined
65,65 Sentinel nodes were examined
66,66 Sentinel nodes were examined
67,67 Sentinel nodes were examined
68,68 Sentinel nodes were examined
69,69 Sentinel nodes were examined
70,70 Sentinel nodes were examined
71,71 Sentinel nodes were examined
72,72 Sentinel nodes were examined
73,73 Sentinel nodes were examined
74,74 Sentinel nodes were examined
75,75 Sentinel nodes were examined
76,76 Sentinel nodes were examined
77,77 Sentinel nodes were examined
78,78 Sentinel nodes were examined
79,79 Sentinel nodes were examined
80,80 Sentinel nodes were examined
81,81 Sentinel nodes were examined
82,82 Sentinel nodes were examined
83,83 Sentinel nodes were examined
84,84 Sentinel nodes were examined
85,85 Sentinel nodes were examined
86,86 Sentinel nodes were examined
87,87 Sentinel nodes were examined
88,88 Sentinel nodes were examined
89,89 Sentinel nodes were examined
90,90 Sentinel nodes were examined
95,"No sentinel nodes were removed, but aspiration of sentinel node(s) was performed"
98,"Sentinel lymph nodes were biopsied, but the number is unknown"
99,It is unknown whether sentinel nodes were examined; not stated in patient record
